,heading,id,latitude,longitude,predictable,route_id,run_id,seconds_since_report,call_time
0,360.0,1629,33.9989175,-118.330603,True,710,710_115_0,47,2019-09-16 15:48:55.712261
1,180.0,1581,34.0116715,-118.3352402,True,710,710_126_1,19,2019-09-16 15:48:55.712261
2,179.0,1627,33.9819419,-118.3352498,False,710,,47,2019-09-16 15:48:55.712261
3,51.0,1644,33.873978,-118.352989,True,710,710_115_0,161,2019-09-16 15:48:55.712261
4,0.0,1636,33.901752,-118.326439,True,710,710_115_0,189,2019-09-16 15:48:55.712261
5,2.0,1638,33.871723,-118.356857,True,710,710_115_0,102,2019-09-16 15:48:55.712261
6,345.0,1633,33.989204,-118.330635,True,710,710_126_1,47,2019-09-16 15:48:55.712261
7,208.0,1632,34.040872,-118.330586,True,710,710_126_1,47,2019-09-16 15:48:55.712261
8,24.0,1607,34.0467143,-118.3272947,True,710,710_115_0,19,2019-09-16 15:48:55.712261
