,heading,id,latitude,longitude,predictable,route_id,run_id,seconds_since_report,call_time
0,257.0,9532,34.0671772,-118.4094823,True,720,720_1145_1,162,2019-09-16 15:47:55.241662
1,220.0,9363,34.038536,-118.239449,True,720,720_1145_1,41,2019-09-16 15:47:55.241662
2,229.0,9356,34.0364787,-118.4770455,True,720,720_1145_1,42,2019-09-16 15:47:55.241662
3,219.0,9440,34.049263,-118.461189,True,720,720_1124_0,14,2019-09-16 15:47:55.241662
4,89.0,9412,34.0623745,-118.3530345,True,720,720_1126_0,16,2019-09-16 15:47:55.241662
5,294.0,9524,34.0555287,-118.265739,True,720,720_1144_1,16,2019-09-16 15:47:55.241662
6,220.0,9382,34.015961,-118.487381,True,720,720_1123_0,15,2019-09-16 15:47:55.241662
7,75.0,9366,34.061638,-118.309525,True,720,720_1135_0,15,2019-09-16 15:47:55.241662
8,207.0,9560,34.0419903,-118.2502603,False,,,16,2019-09-16 15:47:55.241662
9,229.0,9577,34.036228,-118.477379,True,720,720_1144_1,216,2019-09-16 15:47:55.241662
10,87.0,9558,34.067041,-118.3879365,True,720,720_1123_0,16,2019-09-16 15:47:55.241662
11,57.0,9370,34.0667615,-118.4290372,True,720,720_1126_0,16,2019-09-16 15:47:55.241662
12,116.0,9487,34.0556128,-118.2659147,True,720,720_1135_0,16,2019-09-16 15:47:55.241662
13,120.0,9586,34.0392745,-118.240429,True,720,720_1122_0,16,2019-09-16 15:47:55.241662
14,90.0,9369,34.061691,-118.291794,True,720,720_1122_0,15,2019-09-16 15:47:55.241662
15,92.0,9519,34.0621842,-118.341921,True,720,720_1133_0,16,2019-09-16 15:47:55.241662
16,55.0,9352,34.0556198,-118.4521678,True,720,720_1129_0,42,2019-09-16 15:47:55.241662
17,90.0,9389,34.062077,-118.338829,True,720,720_1130_0,128,2019-09-16 15:47:55.241662
18,287.0,9367,34.055504,-118.265533,True,720,720_1145_1,99,2019-09-16 15:47:55.241662
19,220.0,9533,34.018822,-118.153992,True,720,720_1144_1,14,2019-09-16 15:47:55.241662
20,220.0,9381,34.0186,-118.154091,True,720,720_1144_1,15,2019-09-16 15:47:55.241662
21,285.0,9566,34.066204,-118.380226,True,720,720_1145_1,14,2019-09-16 15:47:55.241662
22,75.0,9588,34.061775,-118.286415,True,720,720_1137_0,188,2019-09-16 15:47:55.241662
23,270.0,9552,34.062435,-118.353844,True,720,720_1144_1,14,2019-09-16 15:47:55.241662
24,270.0,9358,34.067001,-118.401863,True,720,720_1144_1,15,2019-09-16 15:47:55.241662
25,220.0,9378,34.038429,-118.23912,True,720,720_1145_1,72,2019-09-16 15:47:55.241662
26,91.0,9393,34.0667868,-118.385861,True,720,720_1126_0,73,2019-09-16 15:47:55.241662
27,270.0,9589,34.0616648,-118.2915057,True,720,720_1146_1,16,2019-09-16 15:47:55.241662
28,89.0,9384,34.0238853,-118.1793712,True,720,720_1122_0,16,2019-09-16 15:47:55.241662
29,106.0,9504,34.06537,-118.3772323,True,720,720_1129_0,274,2019-09-16 15:47:55.241662
30,49.0,9372,34.0472066,-118.4636653,True,720,720_1123_0,16,2019-09-16 15:47:55.241662
31,28.0,9503,34.055819,-118.2675738,True,720,720_1122_0,16,2019-09-16 15:47:55.241662
32,299.0,7484,34.0277559,-118.200836,True,720,720_1147_1,73,2019-09-16 15:47:55.241662
33,270.0,9583,34.0671168,-118.3951465,True,720,720_1144_1,16,2019-09-16 15:47:55.241662
34,73.0,9387,34.0600843,-118.4390922,True,720,720_1123_0,16,2019-09-16 15:47:55.241662
