,heading,id,latitude,longitude,predictable,route_id,run_id,seconds_since_report,call_time
0,0.0,1629,33.9960742,-118.3306462,True,710,710_115_0,16,2019-09-16 15:47:54.682082
1,181.0,1581,34.0153633,-118.3352153,True,710,710_126_1,15,2019-09-16 15:47:54.682082
2,180.0,1627,33.9835718,-118.3352588,False,,,42,2019-09-16 15:47:54.682082
3,51.0,1644,33.873978,-118.352989,True,710,710_115_0,101,2019-09-16 15:47:54.682082
4,0.0,1636,33.901752,-118.326439,True,710,710_115_0,129,2019-09-16 15:47:54.682082
5,2.0,1638,33.871723,-118.356857,True,710,710_115_0,42,2019-09-16 15:47:54.682082
6,220.0,1633,33.988899,-118.326439,True,710,710_126_1,101,2019-09-16 15:47:54.682082
7,203.0,1632,34.0418612,-118.3300598,True,710,710_126_1,15,2019-09-16 15:47:54.682082
8,24.0,1607,34.0450358,-118.3281452,True,710,710_115_0,42,2019-09-16 15:47:54.682082
