,heading,id,latitude,longitude,predictable,route_id,run_id,seconds_since_report,call_time
0,120.0,5712,34.066257,-118.254326,True,10,10_556_0,103,2019-09-16 15:48:56.462343
1,322.0,5796,34.0580418,-118.2462813,True,10,10_533_1,49,2019-09-16 15:48:56.462343
2,90.0,5649,34.0835269,-118.295464,True,10,10_558_0,20,2019-09-16 15:48:56.462343
3,90.0,4165,34.0834698,-118.3107668,True,10,10_550_0,21,2019-09-16 15:48:56.462343
4,104.0,3905,34.0681915,-118.261456,True,10,10_553_0,20,2019-09-16 15:48:56.462343
5,220.0,3877,34.08614,-118.382027,True,10,10_547_0,162,2019-09-16 15:48:56.462343
6,91.0,5799,34.083596,-118.2887353,True,10,10_561_0,21,2019-09-16 15:48:56.462343
7,293.0,4145,34.0715005,-118.2716337,True,10,10_537_1,21,2019-09-16 15:48:56.462343
8,359.0,6131,34.0769347,-118.2843962,True,10,10_534_1,21,2019-09-16 15:48:56.462343
9,41.0,5659,34.0455998,-118.2547725,True,10,10_537_1,49,2019-09-16 15:48:56.462343
10,272.0,3880,34.0836597,-118.3521712,True,10,10_534_1,21,2019-09-16 15:48:56.462343
11,270.0,5990,34.0835607,-118.3202098,True,10,10_541_1,21,2019-09-16 15:48:56.462343
