,heading,id,latitude,longitude,predictable,route_id,run_id,seconds_since_report,call_time
0,30.0,6046,34.025116,-118.269897,True,745,745_106_0,99,2019-09-16 15:47:55.060090
1,270.0,8024,34.055149,-118.232468,True,745,745_107_1,15,2019-09-16 15:47:55.060090
2,220.0,7863,33.927601,-118.282059,True,745,745_106_0,99,2019-09-16 15:47:55.060090
3,38.0,7622,34.0338629,-118.263733,True,745,745_106_0,72,2019-09-16 15:47:55.060090
4,37.0,1643,34.046513,-118.252129,True,745,745_106_0,161,2019-09-16 15:47:55.060090
5,216.0,1601,34.042673,-118.2540617,True,745,745_107_1,44,2019-09-16 15:47:55.060090
6,345.0,8007,33.9582369,-118.27816,True,745,745_106_0,99,2019-09-16 15:47:55.060090
7,180.0,8015,33.990082,-118.278389,True,745,745_107_1,161,2019-09-16 15:47:55.060090
8,165.0,8001,33.9301869,-118.282715,True,745,745_107_1,72,2019-09-16 15:47:55.060090
9,220.0,5919,33.927631,-118.281761,True,745,745_106_0,15,2019-09-16 15:47:55.060090
10,165.0,8016,34.05468,-118.233124,True,745,745_106_0,72,2019-09-16 15:47:55.060090
11,360.0,8009,34.056053,-118.23204,True,745,745_107_1,243,2019-09-16 15:47:55.060090
12,360.0,1647,33.991127,-118.278252,True,745,745_106_0,15,2019-09-16 15:47:55.060090
